Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Team,Round,Pick,side,category,pos_abbr,school_abbr,overall,pos_rk,ovr_rk,grade
Mario Monds,-0.11351819615112724,0.460305371067418,2.191646145847452,0.849898238114605,-1.0919309389609855,NaN,-1.616968653049513,2.194772005098446,0.02913255943161301,2001,28,6,186,1,1,4,69,186,,,
Jewel Hampton,-0.7634725368902386,-1.831178666673398,-0.5560817666614822,-0.7178502345217062,NaN,0.7886055613074862,NaN,NaN,NaN,2012,,,,,,,,,,,
Omari Hand,-0.5468210899772016,0.842219377357554,0.5297139407009192,0.22933113436273106,NaN,2.04452132335797,NaN,NaN,NaN,2003,,,,,,,,,,,
Artis Hicks,0.31978469767494705,0.842219377357554,1.3274413991712548,0.9805439441676309,-0.8566359068583308,0.16064768028224408,-1.0821280671404148,0.3842839406218497,0.02913255943161301,2002,,,,,,,,,,,
Michael Waddell,-0.9801239838032758,-1.067350654093126,-1.2430137447887157,-1.5343858973531175,1.0257243499629065,-1.09526808176824,0.7363299249505194,-1.4262041238547467,0.02913255943161301,2004,10,4,124,1,0,5,28,124,37,,30
Jonathon Amaya,1.1863904853270957,-0.303522641512854,-0.8884682076907887,-1.1424487791940396,-1.0919309389609855,-2.0372049033061033,0.4154255734050604,NaN,NaN,2010,,,,,,,,,,,
Ethan Westbrooks,-0.5468210899772016,0.460305371067418,0.5297139407009192,0.39263826692901566,-0.8566359068583308,-0.3103207304866875,-0.44031936404949684,0.3842839406218497,0.02913255943161301,2014,,,,,,2,115,,25,272,36
Obum Gwacham,-0.5468210899772016,1.22413338364769,0.06437292325988998,-0.19526741030960248,0.790429317860252,0.16064768028224408,0.7363299249505194,0.3842839406218497,0.02913255943161301,2015,0,6,209,1,1,2,51,209,26,282,36
J.T. O'Sullivan,0.5364361445879842,0.07839136477728198,-0.44528628631838,0.32731541390250124,-0.8566359068583308,NaN,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2002,27,6,186,0,7,11,208,186,,,
Pat Sims,-0.11351819615112724,0.07839136477728198,1.4825550716515978,0.9152210911411165,-1.3272259710636403,-0.15333126023037696,NaN,NaN,NaN,2008,12,3,77,1,1,4,18,77,6,59,82
Adam Graessle,1.8363448260662072,0.842219377357554,-0.6225590548673435,0.1966697078494753,NaN,NaN,NaN,NaN,NaN,2007,,,,,,,,,,,
Khaleed Vaughn,-0.5468210899772016,0.842219377357554,0.8399412856616052,0.719252532061579,-0.38604584265302144,-1.09526808176824,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2004,,,,,,,,,,,
Matt Toeaina,-0.11351819615112724,0.07839136477728198,1.4160777834457365,1.078528223707401,NaN,0.7886055613074862,NaN,NaN,NaN,2007,12,6,187,1,1,4,26,187,18,221,44
Tank Carder,0.9697390384140585,0.07839136477728198,-0.15721803742631438,-0.6525273814951917,0.3198392536549426,-0.3103207304866875,0.7363299249505194,-1.4262041238547467,0.02913255943161301,2012,7,5,147,1,4,10,49,147,12,149,59
Jaleel Johnson,-0.11351819615112724,0.460305371067418,1.6155096480633204,1.9603867395653238,-1.0919309389609855,-0.3103207304866875,-1.5100005358676933,0.3842839406218497,0.02913255943161301,2017,3,4,109,1,1,4,23,109,9,109,71
Melvin Paige,0.31978469767494705,1.22413338364769,1.5711914559260796,1.8297410335122979,-2.2684060994742588,1.4165634423327282,NaN,NaN,NaN,2002,,,,,,,,,,,
Michael Dyer,-0.7634725368902386,-2.213092672963534,-0.5560817666614822,-0.6525273814951917,0.3198392536549426,0.7886055613074862,0.6293618077686998,NaN,NaN,2015,,,,,,1,22,,27,281,36
Corey Williams,-0.11351819615112724,0.842219377357554,1.5490323598574591,1.3071582093001943,-1.0919309389609855,0.6316160910511757,-0.8681918327767755,0.3842839406218497,0.02913255943161301,2004,5,6,179,1,1,4,96,179,20,189,55
Michael Munoz,-0.3301696430641644,1.22413338364769,1.393918687377116,1.699095327459272,NaN,NaN,NaN,NaN,NaN,2005,,,,,,3,9,,7,78,78
Justin Crawford,-0.7634725368902386,-1.067350654093126,-0.9771045919652704,-0.4565588224156543,0.0845442215522879,-1.5662364925371717,0.843298042132339,NaN,NaN,2018,,,,,,,,,,,
Rory Johnson,0.1031332507619099,-0.68543664780299,-0.2458544217007961,-0.619865954981936,1.2610193820655613,-0.3103207304866875,0.2014893390414211,NaN,0.02913255943161301,2007,,,,,,10,36,,9,105,70
Xavier Grimble,0.7530875915010213,0.842219377357554,0.3081229800147148,-0.06462170425657655,-1.5625210031662948,NaN,-0.11941501250403788,NaN,NaN,2014,,,,,,8,3,,18,317,31
Julio Jones,-1.196775430716313,0.460305371067418,-0.5117635745242414,-1.4364016178133474,1.2610193820655613,-0.6242996709993085,2.2338835654959945,-1.4262041238547467,0.02913255943161301,2011,21,1,6,0,3,0,6,6,2,7,95
Nate Theaker,0.31978469767494705,1.22413338364769,1.5933505519947,2.058371019105094,-1.3272259710636403,0.31763715053855457,-0.9751599499585951,0.3842839406218497,0.02913255943161301,2017,,,,,,7,0,,18,293,37
Mo Alexander,1.4030419322401328,-0.303522641512854,-0.5117635745242414,-0.9138187936012436,1.2610193820655613,NaN,0.9502661593141587,0.3842839406218497,0.02913255943161301,2014,24,4,110,,,,,,,,
Shane Griggs,0.5364361445879842,0.842219377357554,-0.9771045919652704,0.16400828133621956,NaN,NaN,NaN,NaN,NaN,2001,,,,,,,,,,,
Tyler Wilson,0.5364361445879842,0.07839136477728198,-0.6225590548673435,0.5559453994952973,-1.0919309389609855,NaN,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2013,23,4,112,0,7,11,21,112,4,72,78
Hayden Epstein,2.2696477198922813,0.07839136477728198,-0.6890363430732048,0.03336257528319362,NaN,NaN,NaN,NaN,NaN,2002,20,7,247,2,9,17,13,247,,,
Jamaal Brimmer,1.4030419322401328,-0.303522641512854,-0.6003999587987231,0.06602400179644938,-0.1507508105503668,-0.7812891412556191,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2005,,,,,,12,0,,19,225,50
Brian Cushing,0.1031332507619099,0.460305371067418,-0.00210436494597132,-0.4565588224156543,0.5551342857575973,1.4165634423327282,0.6293618077686998,-1.4262041238547467,0.02913255943161301,2009,16,1,15,1,4,10,3,15,2,19,92
Percy Harvin,-1.196775430716313,-1.067350654093126,-1.1322182644456136,-1.2730944852470656,NaN,-0.3103207304866875,NaN,NaN,NaN,2009,3,1,22,0,3,0,4,22,5,27,89
Will Rackley,0.31978469767494705,0.460305371067418,1.4603959755829774,1.9930481660785797,-2.2684060994742588,1.2595739720764176,-1.616968653049513,0.3842839406218497,0.02913255943161301,2011,20,3,76,0,2,,,,,,
Keith Marshall,-0.7634725368902386,-1.067350654093126,-0.5339226705928618,-1.5343858973531175,-0.6213408747556761,0.6316160910511757,NaN,NaN,NaN,2016,28,7,242,0,5,1,7,242,19,263,40
Jimmy Smith,-0.9801239838032758,0.07839136477728198,-0.7111954391418253,-1.1751102057072955,0.790429317860252,0.4746266207948651,0.9502661593141587,-1.4262041238547467,0.02913255943161301,2011,1,1,27,0,3,0,120,36,,,
DaVaris Daniels,-1.196775430716313,-0.303522641512854,-0.9327863998280296,-0.5218816754421659,1.0257243499629065,-1.2522575520245507,0.843298042132339,NaN,NaN,2015,,,,,,,,,,,
Jason Watkins,-0.3301696430641644,1.606047389937826,1.6598278402005613,2.3849852842376573,-2.033111067371604,-0.467310200742998,-2.5796817076858902,0.3842839406218497,3.8975833300142235,2009,,,,,,3,4,,18,148,59
Ken Ekanem,-0.5468210899772016,0.460305371067418,0.3081229800147148,0.32731541390250124,-0.6213408747556761,NaN,0.09452122185960143,0.3842839406218497,0.02913255943161301,2017,,,,,,2,12,,20,220,47
David Garrard,0.5364361445879842,0.07839136477728198,-0.1793771334949348,0.1313468548229638,0.0845442215522879,NaN,-0.3333512468676772,0.3842839406218497,0.02913255943161301,2002,20,4,108,0,7,11,77,108,,,
Shilique Calhoun,-0.5468210899772016,0.842219377357554,0.17516840360299216,0.1313468548229638,0.5551342857575973,0.31763715053855457,0.09452122185960143,-1.4262041238547467,0.02913255943161301,2016,23,3,75,1,1,2,31,75,9,75,77
Sinorice Moss,-1.196775430716313,-2.213092672963534,-1.2873319369259566,-1.3057559117603215,NaN,NaN,NaN,NaN,NaN,2006,30,2,44,0,3,0,8,44,3,31,90
Kahlil McKenzie,-0.11351819615112724,1.22413338364769,1.5711914559260796,1.209173929760427,-0.8566359068583308,0.7886055613074862,-0.9751599499585951,0.3842839406218497,0.02913255943161301,2018,,,,1,1,4,9,198,30,304,34
Crockett Gillmore,0.7530875915010213,1.606047389937826,0.37460026822057607,0.359976840415757,0.0845442215522879,NaN,0.6293618077686998,0.3842839406218497,0.02913255943161301,2014,1,3,99,0,6,8,76,99,7,165,54
Omar Jacobs,0.5364361445879842,0.842219377357554,-0.2458544217007961,0.1966697078494753,-0.1507508105503668,NaN,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2006,6,5,164,0,7,11,142,164,7,96,72
Ryan Spadola,-1.196775430716313,-0.303522641512854,-0.8663091116221683,-0.9791416466277552,0.0845442215522879,-0.9382786115119296,0.5223936905868801,-1.4262041238547467,0.02913255943161301,2013,,,,,,,,,,,
Le'Raven Clark,-0.3301696430641644,1.22413338364769,1.6155096480633204,1.2418353562736828,NaN,-0.467310200742998,NaN,NaN,NaN,2016,22,3,82,0,2,3,63,82,9,97,70
James Jones,-1.196775430716313,-0.303522641512854,-0.799831823416307,-0.7831730875482177,0.3198392536549426,0.16064768028224408,0.5223936905868801,0.3842839406218497,0.02913255943161301,2007,5,3,78,1,1,0,88,78,25,203,48
Gabe Wright,-0.11351819615112724,0.460305371067418,1.2609641109653935,0.9478825176543751,-1.5625210031662948,2.04452132335797,-1.5100005358676933,0.3842839406218497,0.02913255943161301,2015,15,4,113,1,1,4,18,113,9,114,67
Hercules Mata'afa,2.7029506137183557,-0.303522641512854,0.24164569180885348,-0.06462170425657655,-0.38604584265302144,0.7886055613074862,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2018,,,,,,4,59,,13,141,63
Fred Gibson,-1.196775430716313,0.842219377357554,-1.0435818801711318,-0.7505116610349619,1.2610193820655613,NaN,1.2711705108596176,0.3842839406218497,0.02913255943161301,2005,6,4,131,0,3,0,7,131,10,64,81
Spencer Nead,0.7530875915010213,0.842219377357554,0.35244117215195564,0.2619925608759897,-1.0919309389609855,-0.3103207304866875,-1.296064301504054,0.3842839406218497,0.02913255943161301,2003,19,7,234,0,5,8,55,234,,,
Terrance Pennington,-0.3301696430641644,1.987961396227962,1.8149415126809043,1.9930481660785797,-1.0919309389609855,1.1025845018201073,-1.296064301504054,NaN,NaN,2006,7,7,216,0,2,3,102,216,19,,48
Jahmile Addae,1.1863904853270957,-1.449264660383262,-0.644718150935964,-0.260590263336114,1.2610193820655613,NaN,0.843298042132339,NaN,NaN,2006,,,,,,,,,,,
Trevin Wade,-0.9801239838032758,-1.449264660383262,-1.1322182644456136,-0.8484959405747321,0.3198392536549426,-0.467310200742998,0.2014893390414211,-1.4262041238547467,0.02913255943161301,2012,2,7,245,1,0,6,60,245,22,147,59
Kevin Barnes,-0.9801239838032758,-0.68543664780299,-1.2430137447887157,-1.0771259261675252,1.2610193820655613,NaN,1.485106745223257,-1.4262041238547467,-3.839318211150997,2009,28,3,80,1,0,6,38,80,12,92,70
Mark Brown,0.9697390384140585,-0.68543664780299,-0.1128998452890735,0.1313468548229638,1.0257243499629065,NaN,0.7363299249505194,0.3842839406218497,0.02913255943161301,2003,,,,1,4,,,,,,
Syvelle Newton,-1.196775430716313,-0.303522641512854,-0.5560817666614822,-0.4565588224156543,NaN,-0.15333126023037696,NaN,NaN,NaN,2007,,,,,,0,24,,27,225,43
Dennis Johnson,-0.5468210899772016,1.22413338364769,0.3302820760833352,0.1313468548229638,0.5551342857575973,-0.6242996709993085,0.5223936905868801,0.3842839406218497,0.02913255943161301,2002,11,3,98,1,4,9,3,92,,,
Kevin Thomas-02,-0.9801239838032758,-0.68543664780299,-1.1322182644456136,-1.2077716322205512,0.3198392536549426,-0.3103207304866875,1.2711705108596176,-1.4262041238547467,0.02913255943161301,2010,22,3,94,,,,,,,,
Duane Coleman,-0.9801239838032758,-1.831178666673398,-0.9771045919652704,-0.6851888080084475,0.5551342857575973,-0.467310200742998,0.6293618077686998,0.3842839406218497,0.02913255943161301,2007,,,,,,,,,,,
Derrick Johnson-01,-0.9801239838032758,-1.067350654093126,-1.0214227841025114,-1.1424487791940396,NaN,-0.467310200742998,NaN,0.3842839406218497,0.02913255943161301,2005,,,,,,,,,,,
Chris Young,1.4030419322401328,-0.68543664780299,-0.7333545352104457,-0.4892202489289101,1.2610193820655613,0.31763715053855457,0.7363299249505194,NaN,NaN,2002,13,7,228,1,0,5,44,228,,,
Scott Orndoff,0.7530875915010213,1.22413338364769,0.21948659574023302,0.1966697078494753,-1.3272259710636403,-0.6242996709993085,-0.22638312968585753,0.3842839406218497,0.02913255943161301,2017,,,,,,8,39,,15,202,50
Ellis McCarthy,-0.11351819615112724,1.22413338364769,2.10300976157297,1.4051424888399644,-0.1507508105503668,0.4746266207948651,-0.5472874812313165,2.194772005098446,3.8975833300142235,2015,,,,,,,,,,,
Damion McIntosh,-0.3301696430641644,0.842219377357554,1.8814188008867656,1.7317567539725278,-1.5625210031662948,0.31763715053855457,-1.8309048874131524,0.3842839406218497,0.02913255943161301,2000,31,3,83,0,2,3,40,83,,,
Jarius Wynn,-0.5468210899772016,0.460305371067418,0.7069867092498826,0.5232839729820415,-0.38604584265302144,-0.3103207304866875,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2009,5,6,182,1,1,2,7,182,27,,34
Kelly Campbell,-1.196775430716313,-1.449264660383262,-1.5975592818866426,-0.9791416466277552,NaN,NaN,NaN,NaN,NaN,2002,,,,,,,,,,,
Brandon Hughes,-0.9801239838032758,-1.449264660383262,-1.353809225131818,-1.240433058733807,0.790429317860252,-2.0372049033061033,1.485106745223257,-1.4262041238547467,0.02913255943161301,2009,31,5,148,1,0,,,,,,
Kurt Vollers,-0.3301696430641644,1.987961396227962,1.7263051284064226,1.8950638865388123,-0.6213408747556761,1.4165634423327282,NaN,NaN,NaN,2002,,,,,,,,,,,
Beau Sandland,0.7530875915010213,0.842219377357554,0.21948659574023302,-0.12994455728308807,0.5551342857575973,0.31763715053855457,1.0572342764959783,0.3842839406218497,0.02913255943161301,2016,,,,0,6,8,167,252,6,137,62
Jerald Hawkins,-0.3301696430641644,1.606047389937826,1.3717595913084957,1.4704653418664788,-2.2684060994742588,0.31763715053855457,-1.5100005358676933,2.194772005098446,0.02913255943161301,2016,6,4,123,0,2,3,1,123,10,126,65
Shane Ray,-0.5468210899772016,0.460305371067418,0.04221382719126955,-0.32591311636262843,NaN,0.003658210025933549,NaN,NaN,NaN,2015,13,1,23,1,1,10,50,23,5,31,88
John Sullivan,1.6196933791531698,0.460305371067418,1.283123207034014,1.8624024600255538,-0.6213408747556761,0.003658210025933549,-1.1890961843222345,0.3842839406218497,0.02913255943161301,2008,3,6,187,0,2,9,45,147,,,
John Graves,-0.11351819615112724,0.460305371067418,0.9507367660047074,1.0132053706808866,-1.0919309389609855,1.2595739720764176,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2011,,,,,,4,12,,21,253,38
Mike Hart,-0.7634725368902386,-1.831178666673398,-0.8219909194849274,-0.2932516898493697,-1.0919309389609855,0.31763715053855457,-0.44031936404949684,NaN,NaN,2008,22,6,202,0,5,1,13,202,13,132,62
Kendall Reyes,-0.11351819615112724,0.842219377357554,1.238805014896773,0.1313468548229638,0.3198392536549426,2.3585002638705914,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2012,31,2,49,1,1,4,61,49,7,50,86
David McMillan,-0.5468210899772016,0.460305371067418,0.41891846035781694,-0.6525273814951917,0.3198392536549426,-0.7812891412556191,0.6293618077686998,0.3842839406218497,0.02913255943161301,2005,2,5,139,1,1,9,81,139,22,259,44
Albert McClellan,0.9697390384140585,-0.303522641512854,0.08653201932851042,-0.0972831307698323,0.790429317860252,0.7886055613074862,0.5223936905868801,0.3842839406218497,0.02913255943161301,2010,,,,,,,,,,,
Nate Bennett,0.31978469767494705,0.842219377357554,1.6155096480633204,2.2543395781846316,-1.5625210031662948,2.04452132335797,-2.5796817076858902,2.194772005098446,3.8975833300142235,2007,,,,,,,,,,,
Donte' Stallworth,-1.196775430716313,-0.68543664780299,-1.0214227841025114,-1.828338735972425,NaN,NaN,NaN,NaN,NaN,2002,27,1,13,0,3,0,9,13,,,
Demontray Carter,-0.7634725368902386,-1.449264660383262,-1.154377360514234,-0.8484959405747321,0.0845442215522879,-0.7812891412556191,0.6293618077686998,0.3842839406218497,0.02913255943161301,2002,,,,,,,,,,,
Josh Robinson-01,-0.9801239838032758,-1.449264660383262,-0.9771045919652704,-1.599708750379629,1.2610193820655613,-0.6242996709993085,2.0199473311323555,-1.4262041238547467,-3.839318211150997,2012,3,3,66,,,,,,,,
Darius Reynaud,-1.196775430716313,-1.831178666673398,-0.9327863998280296,-0.9791416466277552,0.3198392536549426,-0.15333126023037696,1.6990429795868962,-1.4262041238547467,0.02913255943161301,2008,,,,,,,,,,,
Roc Carmichael,-0.9801239838032758,-1.449264660383262,-1.1322182644456136,-1.2077716322205512,-0.38604584265302144,-1.2522575520245507,0.2014893390414211,-1.4262041238547467,0.02913255943161301,2011,,,,1,0,,,,,,
Quintin Echols,-0.11351819615112724,-0.303522641512854,1.8814188008867656,2.0257095925918382,NaN,0.6316160910511757,NaN,NaN,NaN,2007,,,,,,,,,,,
Julian Vandervelde,0.31978469767494705,0.07839136477728198,1.283123207034014,1.1111896502206569,-0.38604584265302144,0.31763715053855457,-1.0821280671404148,0.3842839406218497,0.02913255943161301,2011,8,5,161,0,2,7,23,161,14,254,38
Jeremy Zuttah,-0.3301696430641644,0.460305371067418,1.3274413991712548,0.6865911055483233,-1.5625210031662948,2.201510793614281,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2008,17,3,83,0,2,7,67,83,4,79,77
Josh Jones,1.4030419322401328,-0.303522641512854,-0.5117635745242414,-1.2077716322205512,1.0257243499629065,-0.15333126023037696,1.9129792139505357,NaN,NaN,2017,5,2,61,0,2,12,43,61,4,43,86
Nick Watkins,0.1031332507619099,-0.68543664780299,-0.44528628631838,-0.031960277743320796,-1.7978160352689496,-0.6242996709993085,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2008,,,,,,,,,,,
David Martin,-1.196775430716313,0.842219377357554,-0.024263461014591755,-0.06462170425657655,NaN,NaN,NaN,NaN,NaN,2001,5,6,198,0,6,8,9,198,,,
Scott Solomon,-0.5468210899772016,0.460305371067418,0.41891846035781694,0.32731541390250124,0.5551342857575973,2.04452132335797,1.0572342764959783,0.3842839406218497,0.02913255943161301,2012,10,7,211,1,1,2,112,211,24,225,40
Cameron Jordan,-0.5468210899772016,0.842219377357554,0.9728958620733278,-0.12994455728308807,-0.38604584265302144,0.6316160910511757,0.3084574562232408,0.3842839406218497,0.02913255943161301,2011,27,1,24,1,1,2,25,24,2,9,95
Marcus Lawrence,0.9697390384140585,0.07839136477728198,-0.00210436494597132,-0.5218816754421659,0.3198392536549426,-0.3103207304866875,0.7363299249505194,0.3842839406218497,0.02913255943161301,2005,,,,,,13,24,,11,205,54
Anton Palepoi,-0.5468210899772016,0.460305371067418,0.7956230935243643,0.09868542830970513,0.0845442215522879,0.4746266207948651,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2002,0,2,60,1,1,2,101,60,,,
Tom Zbikowski,1.4030419322401328,-1.067350654093126,-0.7111954391418253,-1.109787352680781,NaN,0.4746266207948651,NaN,NaN,NaN,2008,1,3,86,1,0,12,11,86,4,98,71
Jalen Ramsey,-0.9801239838032758,-0.303522641512854,-0.7555136312790661,-1.2077716322205512,1.9669044783735252,-1.09526808176824,2.2338835654959945,-1.4262041238547467,0.02913255943161301,2016,20,1,5,1,0,6,5,5,1,3,93
Omar Gaither,0.1031332507619099,-0.303522641512854,-0.20153622956355524,7.011487699378623E-4,1.0257243499629065,0.31763715053855457,0.2014893390414211,0.3842839406218497,0.02913255943161301,2006,8,5,168,1,4,9,9,168,13,,56
Chris Mayes,3.5695564013705043,0.460305371067418,2.10300976157297,1.8297410335122979,-2.2684060994742588,1.8875318531016598,-1.0821280671404148,NaN,3.8975833300142235,2016,,,,,,4,7,,30,299,36
Tracy Porter,-0.9801239838032758,-1.067350654093126,-1.2208546487200953,-1.3384173382735771,0.3198392536549426,-0.467310200742998,0.9502661593141587,0.3842839406218497,0.02913255943161301,2008,27,2,40,1,0,6,98,40,6,38,87
Juston Wood,0.5364361445879842,-0.303522641512854,-0.799831823416307,7.011487699378623E-4,-0.1507508105503668,NaN,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2003,,,,,,,,,,,
Stephen Peterman,0.31978469767494705,0.842219377357554,1.5268732637888387,2.2216781516713757,-2.033111067371604,0.31763715053855457,-2.0448411217767917,0.3842839406218497,0.02913255943161301,2004,14,3,83,0,2,7,1,83,14,251,45
Paul Smith-01,2.0529962729792444,-1.067350654093126,-0.5117635745242414,-0.42389739590239567,NaN,0.6316160910511757,NaN,NaN,NaN,2000,4,5,132,,,,,,,,
Chris Taylor,-1.196775430716313,-1.067350654093126,-1.3316501290631975,-1.240433058733807,0.5551342857575973,NaN,0.09452122185960143,-1.4262041238547467,-3.839318211150997,2001,6,7,218,0,3,0,17,218,,,
Ellis Wyms,-0.5468210899772016,0.460305371067418,0.9285776699360869,0.6212682525218088,-1.0919309389609855,NaN,-1.1890961843222345,0.3842839406218497,0.02913255943161301,2001,17,6,183,1,1,2,30,183,,,
Ray McDonald,-0.5468210899772016,0.460305371067418,0.729145805318503,0.32731541390250124,NaN,NaN,NaN,NaN,NaN,2007,4,3,97,0,3,0,4,187,,,
Quinn Sharp,1.8363448260662072,-0.303522641512854,-1.1986955526514749,0.2619925608759897,NaN,NaN,NaN,NaN,NaN,2013,,,,,,15,33,,2,214,49
Matt Dickerson,-0.5468210899772016,0.842219377357554,1.08369134241643,0.9152210911411165,-0.38604584265302144,0.7886055613074862,NaN,NaN,NaN,2018,,,,,,2,27,,23,286,37
Charles Johnson,-0.5468210899772016,0.07839136477728198,0.5961912289067804,0.1966697078494753,0.3198392536549426,1.8875318531016598,0.4154255734050604,0.3842839406218497,NaN,2007,9,3,83,1,1,0,34,17,,,
Richard Sherman,-0.9801239838032758,0.460305371067418,-1.0657409762397523,-0.7831730875482177,1.2610193820655613,-0.7812891412556191,1.164202393677798,-1.4262041238547467,0.02913255943161301,2011,0,5,154,1,0,6,20,154,38,,30
Nick Becton,-0.3301696430641644,1.22413338364769,1.7706233205436634,1.3724810623267087,-0.8566359068583308,-0.3103207304866875,-0.5472874812313165,0.3842839406218497,0.02913255943161301,2013,,,,,,,,,,,
Kevin Williams,-0.5468210899772016,1.22413338364769,1.3496004952398752,0.09868542830970513,-0.6213408747556761,0.31763715053855457,-0.22638312968585753,0.3842839406218497,3.8975833300142235,2003,3,1,9,1,1,5,33,87,,,
Kenneth Darby,-0.7634725368902386,-1.449264660383262,-0.7111954391418253,-0.0972831307698323,-0.6213408747556761,-0.3103207304866875,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2007,17,7,246,0,5,1,6,246,16,189,51
Ryan Johanningmeier,0.31978469767494705,1.606047389937826,1.4825550716515978,1.5357881948929903,-0.8566359068583308,NaN,-0.7612237155949558,0.3842839406218497,0.02913255943161301,2000,,,,,,,,,,,
Titus Young,-1.196775430716313,-1.067350654093126,-1.5310819936807814,-1.1424487791940396,NaN,NaN,0.9502661593141587,NaN,NaN,2011,15,2,44,0,3,0,53,44,5,49,83
Shaun dion Hamilton,0.9697390384140585,-0.68543664780299,-0.33449080597527786,NaN,NaN,-0.15333126023037696,NaN,NaN,NaN,2018,,,,,,,,,,,
Morris Claiborne,-0.9801239838032758,-1.067350654093126,-1.2208546487200953,-0.9138187936012436,0.3198392536549426,NaN,0.4154255734050604,0.3842839406218497,0.02913255943161301,2012,14,1,6,1,0,6,1,6,1,4,97
John Henderson,-0.11351819615112724,1.987961396227962,1.438236879514357,0.2946539873892455,-1.3272259710636403,0.4746266207948651,-0.44031936404949684,0.3842839406218497,0.02913255943161301,2002,20,1,9,1,1,4,9,9,,,
Josh Jones,1.4030419322401328,-0.303522641512854,-0.5117635745242414,-1.2077716322205512,1.0257243499629065,-0.15333126023037696,1.9129792139505357,NaN,NaN,2017,5,2,61,1,0,12,43,61,4,43,86
Jonathan Stewart-02,0.9697390384140585,0.842219377357554,-0.024263461014591755,-0.32591311636262843,-0.38604584265302144,-0.3103207304866875,0.4154255734050604,0.3842839406218497,0.02913255943161301,2013,,,,,,,,,,,
Stephen Berg,0.31978469767494705,1.22413338364769,1.9257369930240065,1.9603867395653238,NaN,-0.3103207304866875,NaN,NaN,NaN,2007,,,,,,,,,,,
Nick Fairley,-0.11351819615112724,0.842219377357554,1.0615322463478096,0.1966697078494753,-0.38604584265302144,NaN,-0.11941501250403788,0.3842839406218497,0.02913255943161301,2011,15,1,13,1,1,4,18,13,2,11,94
Kregg Lumpkin,-0.7634725368902386,-1.067350654093126,-0.3788089981125187,-0.32591311636262843,-1.0919309389609855,0.16064768028224408,-0.3333512468676772,NaN,NaN,2008,,,,,,,,,,,
Josh Buhl,0.1031332507619099,-1.067350654093126,-0.8663091116221683,-0.16260598379634383,-0.8566359068583308,NaN,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2004,,,,,,,,,,,
Rashad Bauman,-0.9801239838032758,-2.213092672963534,-1.2651728408573362,-1.109787352680781,1.4963144141682159,-1.7232259627934823,0.4154255734050604,NaN,NaN,2002,28,3,79,1,0,5,26,79,,,
Andre Gurode,0.31978469767494705,0.842219377357554,1.6155096480633204,1.8297410335122979,-0.6213408747556761,NaN,-1.5100005358676933,2.194772005098446,3.8975833300142235,2002,14,2,37,0,2,7,34,37,,,
Nate Davis,0.5364361445879842,-0.303522641512854,-0.3788089981125187,0.5559453994952973,-1.5625210031662948,NaN,-1.616968653049513,NaN,NaN,2009,4,5,171,0,7,11,108,171,8,187,51
A.J. Jenkins,-1.196775430716313,-0.68543664780299,-1.1765364565828544,-1.3384173382735771,1.2610193820655613,-1.409247022280861,1.0572342764959783,NaN,NaN,2012,4,1,30,1,4,0,45,30,7,62,82
Andy Vincent,0.31978469767494705,0.842219377357554,1.393918687377116,1.3724810623267087,-1.0919309389609855,-1.09526808176824,-0.6542555984131362,0.3842839406218497,0.02913255943161301,2000,,,,,,,,,,,
Nazair Jones,-0.11351819615112724,1.22413338364769,1.3496004952398752,1.078528223707401,-2.033111067371604,NaN,-1.4030324186858738,0.3842839406218497,0.02913255943161301,2017,0,3,102,1,1,4,28,102,18,200,50
Emmanuel Ogbah,-0.5468210899772016,0.842219377357554,0.6626685171126417,-0.4892202489289101,0.5551342857575973,-0.15333126023037696,0.7363299249505194,0.3842839406218497,0.02913255943161301,2016,2,2,32,1,1,2,33,32,7,57,80
DeJuan Groce,-0.9801239838032758,-1.449264660383262,-1.1322182644456136,-0.9464802201144994,0.790429317860252,-0.467310200742998,0.4154255734050604,-1.4262041238547467,0.02913255943161301,2003,24,4,107,1,0,5,19,107,,,
Darius Fleming,0.1031332507619099,0.07839136477728198,0.04221382719126955,-0.22792883682285825,0.0845442215522879,0.9455950315637967,-0.012446895322218222,0.3842839406218497,0.02913255943161301,2012,4,5,165,1,4,10,11,165,14,163,55
Corey Brown-02,-1.196775430716313,-1.067350654093126,-1.4424456094062996,-0.8811573670879879,0.0845442215522879,NaN,0.2014893390414211,0.3842839406218497,0.02913255943161301,2014,,,,,,,,,,,
